"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Sidhu I.; Lavian T.; Howell V.","Sidhu, Ikhlaq (57213359442); Lavian, Tal (6505912587); Howell, Victoria (57189310831)","57213359442; 6505912587; 57189310831","RandD models for advanced development & corporate research: Understanding six models of advanced RandD","2016","2015 IEEE International Conference on Engineering, Technology and Innovation/ International Technology Management Conference, ICE/ITMC 2015","","","7438653","","","","1","10.1109/ICE.2015.7438653","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84968718783&doi=10.1109%2fICE.2015.7438653&partnerID=40&md5=70f4c0101215cd5e788fcd58a6beac88","Our purpose is to develop new models that define the advanced development & corporate research approaches of modern global high tech firms. While the world has moved on from Bell Labs' famous advanced research model, visionary and farsighted technology-driven innovation is still vital to many of today's most successful global technology companies. Corporate innovation strategies are implemented through research laboratories, academic collaborations, advanced technology groups, standards groups, CTO office prototypes, internal/ external incubations, and open innovations. Unlike the well-understood nature of short-term product development, long time frames, fuzzily defined goals, and unclear measures of success lead to uncertainty of how to best run and fund advanced technology and applied corporate research. While all firms agree that advanced research is vital, their measures and processes differ widely. To identify modern models of effective advanced research approaches, the context in which such approaches are most effective, and the metrics by which they should be evaluated, we interviewed leaders at various successful and established global firms such as Cisco, Intel, Google, and others. We used the data collected to inductively arrive at six models that characterize modern advanced research approaches. The approaches of these models were different in the sense that some rely on academic and industry collaboration while others revolve around disrupting the status quo. The fact that the companies included in this study were successful means that all the models reflect a useful approach to advanced research. Therefore, no single model should be considered as better or ideal than the other. The models could be of use to a company trying to create an appropriate advanced research approach based on its goals and needs. Similarly, these models could help a company fine tune its existing RandD approach as its goals and identity develop over time. The models we present here provide useful terminology and will serve as backbone for further study of advanced development & corporate research approaches. © 2015 IEEE.","advanced development; corporate research; product and service development","Industrial management; Innovation; Research laboratories; advanced development; Advanced researches; Advanced technology; Advanced technology groups; Corporate innovation; Corporate research; Industry collaboration; Product and service development; Engineering research","Conference paper","Final","","Scopus","2-s2.0-84968718783"
"","","","49th Annual Conference of SAVE International 2009","2009","49th Annual Conference of SAVE International 2009","","","","","","484","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865311911&partnerID=40&md5=a936134e2cab8b10c57e0a16c104f623","The proceedings contain 25 papers and 7 PowerPoint presentations. The topics discussed include: advanced value metrics for value analysis of construction projects; a study on the sequential job plan for construction project with quality model factors; benefits of applying value analysis to information technology projects, products and services; value creation through open innovation; value management using outcome-driven innovation; how to conduct energy savings analysis in a facility value engineering study; the synergy between value engineering and sustainable construction; practical design meets value engineering; value analysis as a safety and OPS tool; the application of the theory of spiral dynamics to value engineering; and a case-based reasoning system to facilitate the use of functional performance specification at the briefing stage of building projects.","","","Conference review","Final","","Scopus","2-s2.0-84865311911"
"Minati L.; Movsisyan V.; McCormick M.; Gyozalyan K.; Papazyan T.; Makaryan H.; Aldrigo S.; Harutyunyan T.; Ghaltaghchyan H.; McCormick C.; Fandrich M.","Minati, Ludovico (15844021600); Movsisyan, Vardan (57220204847); McCormick, Matthew (57220212174); Gyozalyan, Khachatur (57220203969); Papazyan, Tigran (57220203196); Makaryan, Hrach (57220205059); Aldrigo, Stefano (57220208683); Harutyunyan, Taron (57220210156); Ghaltaghchyan, Hayk (58443577000); McCormick, Chris (56333202100); Fandrich, Mick (57225735555)","15844021600; 57220204847; 57220212174; 57220203969; 57220203196; 57220205059; 57220208683; 57220210156; 58443577000; 56333202100; 57225735555","IFLEX: A Fully Open-Source, High-Density Field-Programmable Gate Array (FPGA)-Based Hardware Co-Processor for Vector Similarity Searching","2019","IEEE Access","7","","8794567","112269","112283","14","0","10.1109/ACCESS.2019.2934715","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097280716&doi=10.1109%2fACCESS.2019.2934715&partnerID=40&md5=de373c8e291ee10c0b0178c8ab184ef2","Vector similarity searching consists of comparing a query vector against a high volume of entries in a reference data set, according to a chosen similarity metric such as the L1-norm, L2-norm, or Hamming distance. Large-scale research and commercial applications of these computations are developing rapidly across artificial intelligence fields as diverse as semantic text querying, retrieval of multimedia materials, and prediction of the properties of pharmacological molecules and engineered materials. While vector similarity searching is, at present, predominantly implemented on standard central processing unit (CPU) hardware running optimized indexing algorithms, the interest in massively-parallel computing architectures is increasing. Accordingly, a range of systems based on graphics processing units (GPU) and field-programmable gate arrays (FPGA) have been proposed; however, the availability of the design materials for these systems remains largely confined to a small number of corporations and research institutions. Here, we introduce a fully open-source hardware accelerator for vector similarity searching, based on an array of 21 FPGAs densely intertwined with 42 GB of high-speed dynamic memory and installed on a custom-designed compute node board, which yields an aggregate bandwidth of 33.6 GB/s and can be seamlessly reconfigured to implement nearly arbitrary distance calculations. A novel logic and software architecture, based on a lane-wise organization of independent engines implementing distributed distance calculation and sorting, allows attaining noteworthy query latency and power consumption performance on both single- and multi-node system configurations. The entire circuit board hardware, FPGA logic, and host software design is herein presented and freely provided for unlimited use, supporting open innovation and research in this area.  © 2013 IEEE.","Artificial intelligence; distributed computing; field-programmable gate array (FPGA); hamming distance; high-performance computing; L1-norm; open-source; vector similarity","Artificial intelligence; Computation theory; Computer circuits; Computer graphics; Graphics processing unit; Hamming distance; Image coding; Indexing (materials working); Integrated circuit design; Logic gates; Memory architecture; Open source software; Open systems; Parallel architectures; Program processors; Semantics; Signal receivers; Software design; Vectors; Commercial applications; Engineered materials; Large-scale research; Massively parallel computing; Multimedia materials; Open-source hardwares; Research institutions; System configurations; Field programmable gate arrays (FPGA)","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85097280716"
"Rosa A.C.M.; Mello C.H.P.; Chimendes V.C.G.; Amorim G.F.","Rosa, Adriano Carlos Moraes (57200944232); Mello, Carlos henrique Pereira (26027570000); Chimendes, Vanessa Cristhina Gatto (26027405100); Amorim, Gabriela Fonseca (57090542300)","57200944232; 26027570000; 26027405100; 57090542300","Measuring open innovation practices in small companies at important Brazilian industrial centers","2020","Technological Forecasting and Social Change","151","","119805","","","","15","10.1016/j.techfore.2019.119805","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85075788375&doi=10.1016%2fj.techfore.2019.119805&partnerID=40&md5=db928e85812c6c554d7d5f82856d28f7","Most of innovation studies and researches are not related to innovation measurement and, in general, it only addresses some innovative actions in terms of products, services or processes. This paper addresses the difficulties in researching innovation and Open Innovation (OI) performance metrics through an exploratory literature research followed by a survey conducted with small technology-based enterprises incubated at important Brazilian industrial and technological centers. It is well known that for many small business entrepreneurs and managers, the idea of OI practices are still restricted to large corporations. Against this idea, this work proposes an understanding of these OI practices, besides an analysis of its measurement. The indicators proposed by this work has been proved to be the most significant to measure OI at this kind of company and, with them, it has been possible to understand that small companies can successfully use OI and, although it is not common today, it should be encouraged. This study's conclusions can be useful for researchers and also Small to Medium Enterprises (SMEs) interested in joining or increasing their OI practices. © 2019 Elsevier Inc.","","Brazil; Technological forecasting; Innovation measurements; Innovation studies; Literature researches; Open innovation; Performance metrics; Small companies; Small to medium enterprise; Technology-based; industrial development; innovation; literature review; small and medium-sized enterprise; technological development; Industrial research","Article","Final","","Scopus","2-s2.0-85075788375"
"Carrasco-Carvajal O.; Castillo-Vergara M.; García-Pérez-de-Lema D.","Carrasco-Carvajal, Omar (57219343493); Castillo-Vergara, Mauricio (55631704000); García-Pérez-de-Lema, Domingo (15749813700)","57219343493; 55631704000; 15749813700","Measuring open innovation in SMEs: an overview of current research","2023","Review of Managerial Science","17","2","","397","442","45","14","10.1007/s11846-022-00533-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125936880&doi=10.1007%2fs11846-022-00533-9&partnerID=40&md5=518c39131bf13a84aba71ccd1d071143","Open innovation (OI) is a strategy that firms adopt to innovate by incorporating knowledge from both outside and inside their firms, exploiting their knowledge, and exploring the knowledge of their environment. OI is relevant for small-and medium-sized enterprises (SMEs) because it allows them to adapt and thrive in increasingly turbulent and dynamic competitive environments, generate competitive advantages, and increase their performances. The method adopted for measuring OI is heterogeneous because of the breadth of the concept and application of various OI metrics and practices. This study analyzes the various methods used for measuring OI in the SME context through a systematic review of the empirical literature. To meet this objective, a two-step methodological approach was implemented: first, a systematic literature review, and second, a bibliometric analysis. Finally, 125 empirical articles from 2009 to 2020 were selected from the Web of Science and Scopus databases. The results show that the empirical literature uses a wide variety of methods to measure OI activities. While this adds to the richness of the concept, it makes theory development difficult. Based on the systematic literature review conducted, it is clear that there are different perspectives pertaining to the measurement of OI: (1) external knowledge sources, internal knowledge, and collaboration; (2) technology exploitation and technology exploration; (3) inbound, outbound, and couple; and (4) openness. This study has important implications to researchers and SME managers, will help them develop a better understanding of how OI activities can be measured. © 2022, The Author(s), under exclusive licence to Springer-Verlag GmbH Germany, part of Springer Nature.","Bibliometrics; Empirical studies; Measures; Open innovation; SME","","Review","Final","","Scopus","2-s2.0-85125936880"
"Lamberti E.; Michelino F.; Cammarano A.; Caputo M.","Lamberti, Emilia (56320159000); Michelino, Francesca (35183740900); Cammarano, Antonello (56320485200); Caputo, Mauro (7102895180)","56320159000; 35183740900; 56320485200; 7102895180","Open innovation measurement: A conceptual framework based on literature review","2015","Proceedings of the 25th International Business Information Management Association Conference - Innovation Vision 2020: From Regional Development Sustainability to Global Economic Growth, IBIMA 2015","","","","975","980","5","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947570595&partnerID=40&md5=720a3c9b039648c493e1fb4cff8ef26e","Chesbrough's landmark book on the topic of open innovation (OI) played an instrumental role in providing an umbrella for various research streams and building an academic community around the new paradigm. In particular, one of the key trends in OI research is related to better measurement. This paper, based on a literature review of 72 studies covering the period 2003-2014, outlines the different approaches to OI adoption measurement and categorizes the metrics identified into input, process and output. The contribution of this work is both theoretical and practical. As a matter of fact, by examining OI measures, it provides a conceptual framework exhibiting the key aspects researchers dealt with in assessing OI. Moreover, such framework constitutes a useful basis for the implementation of a managerial tool, since it encloses a set of sub-dimensions that have to be measured in order to evaluate OI after a holistic perspective.","Innovation metrics; Literature review; Open innovation","Information management; Innovation; Regional planning; Sustainable development; Academic community; Conceptual frameworks; Holistic perspectives; Key trends; Literature reviews; Open innovation; Economics","Conference paper","Final","","Scopus","2-s2.0-84947570595"
"Rego R.R.","Rego, Ronnie R. (55692679300)","55692679300","Open Innovation Alliances in Technology Colonies","2021","Contributions to Management Science","","","","223","234","11","0","10.1007/978-3-030-61605-2_12","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103566926&doi=10.1007%2f978-3-030-61605-2_12&partnerID=40&md5=d1f1c2301ab62d4a3b730541aa5ab90b","A gap between basic research and production characterizes a technology colony. An open innovation alliance gives low-wage countries the chance to stand for technological leadership using the improved efficiency of resources. This chapter explores the “Engrena ITA” case study, an open innovation alliance created in Brazil for the gear technology sector. By sharing benefits and responsibilities, the initiative aims to enhance research prospections and knowledge dissemination. Along 2 years, the metrics of project prospection have become twice higher than the ones summed in the 6 years before its creation. Collective contribution in intellectual and financial aspects, as well as a systematic exchange between university and industry, shows to be the conversion motor from ideas to innovation. Organization proved to overcome the importance of resources available for innovation, indicating a feasible roadmap to unlink low-wage countries to technology colonies. © 2021, Springer Nature Switzerland AG.","","","Book chapter","Final","","Scopus","2-s2.0-85103566926"
"Shaikh M.; Levina N.","Shaikh, Maha (56363145000); Levina, Natalia (8779298100)","56363145000; 8779298100","Selecting an open innovation community as an alliance partner: Looking for healthy communities and ecosystems","2019","Research Policy","48","8","103766","","","","63","10.1016/j.respol.2019.03.011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063741188&doi=10.1016%2fj.respol.2019.03.011&partnerID=40&md5=81a0b3402d2ad8e5592cf026a8ba3a54","Organizations build strategic alliances with other firms with the intent of tapping into partners’ resources and capturing long-term value from these relationships. Such partnerships are typically governed by contractual or equity arrangements with clear mutual obligations. More recently, however, organizations have begun to seek strategic partnerships with open innovation communities, which are novel digitally enabled forms of organizing, and where contractual commitments are not possible. Thus, selecting the right open innovation community as an alliance partner becomes a more complex decision. We follow how the organizational decision makers, in two technology firms that were pioneers of forming strategic alliances with open innovation communities, developed metrics around making such decisions. We build upon Shah and Swaminathan's (2008) contingency model of alliance partner selection and consider how it applies to the case of partnering with open innovation communities. This framework was useful in to frame our findings, yet our work recognizes and builds upon two key differences: 1) the evaluation metrics used in selecting an open innovation community were more focused on value creation than value capture; and 2) open ecosystem considerations, and not just partner-specific metrics, featured prominently in this type of alliance partner evaluation. We develop the notions of community and ecosystem health to refer to these new metrics. © 2019 Elsevier B.V.","Company engagement with open source; Company-community relationship; Open ecosystem; Open innovation; Open source community; Partner selection; Strategic alliances","Decision making; Technology transfer; Open innovation; Open source communities; Open sources; Partner selection; Strategic alliance; Ecosystems","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85063741188"
"Aragon R.; Schneider J.A.; Yang W.; Basson J.; Burton A.; Holman R.; Downing G.J.","Aragon, Richard (56247832200); Schneider, Julie A. (57194901497); Yang, William (57194107332); Basson, Jacob (57194101905); Burton, Andrew (57194116200); Holman, Read (58389581600); Downing, Gregory J. (7005209891)","56247832200; 57194901497; 57194107332; 57194101905; 57194116200; 58389581600; 7005209891","Impact of innovation initiatives in a federal government agency: Measuring and understanding the influence of culture and employee attitudes","2017","Innovation Journal","22","1","","","","51","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018730660&partnerID=40&md5=0cf2465ba44dfedac6b7c41579a98abf","This report describes an approach undertaken by a large federal government agency to create and apply measures that assess the impact of employee participation in two innovation programs - an ideation testing incubator, known as the Ignite Accelerator, and an Entrepreneurin- Residence employment initiative. The programs are components of a broader agency leadership initiative focused on policies that promote a culture of open innovation and entrepreneurship aimed at improving workforce problem-solving capabilities and mission results. Data were collected and analyzed over a five-year period of employee experience in the two programs. The evaluations included surveys and structured interviews conducted among the participants of both programs. Longitudinally, the curation of data about the value of these programs to employees in their self-assessed ability to pursue and achieve institutional objectives supported iterative adjustments in program operations. Results were also benchmarked against data from the Federal Employee Viewpoint Survey, an annual organizational survey designed to elucidate attitudes among federal employees across a variety of topics, including innovation and empowerment. This report provides insights into the qualitative and quantitative parameters capable of being leveraged to maximize the design, measurement, and impact of innovationrelated programs and activities. The methods and data described herein represent a medium through which employee-based organizational perceptions about culture can be interrogated and examined. These findings also demonstrate the value of program assessment tools and data in guiding federal program leaders in institutional policymaking and selection of innovation methods to address distinct aspects of their organization's adaptive change towards a culture of innovation.","Entrepreneurship; Government; Metrics; Public sector innovation; Workforce","","Article","Final","","Scopus","2-s2.0-85018730660"
"Ghatan D.; Almqvist P.; Cronquist J.","Ghatan, Dariush (36608074200); Almqvist, Pär (36607373200); Cronquist, Joachim (36607738000)","36608074200; 36607373200; 36607738000","Shaping a tech transfer system based on current innovation and Corporate Venturing experiences","2009","60th International Astronautical Congress 2009, IAC 2009","11","","","9430","9436","6","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049370410&partnerID=40&md5=d0cbf55d5e7382ca9398a816ce07f72f","The big opportunity is not the idea. It is to build a wide path from research and development to commercialization by involving the right people, processes and metrics. In Googol's experience, a vast majority of companies face the largest challenges in the gap between development and commercialization. By thoroughly understanding the innovation route - Research-Development- Commercialization-Market Entry (RDCM) - and by effectively addressing the Development-Commercialization gap, the holy grail of innovation is within reach. The difference in ""Share of Commercialized Patents"" (SCP) varies between organizations and nations. The discrepancy between two nations has been shown to be as far as 75% versus 12%, which is partly a result of patent strategies, but also of the methodology or even lack of structured Innovation Systems. The higher the level of entrepreneurial activities and the earlier the involvement from commercial specialists, the higher the outcome of R&D to repetitively commercialized products and services. Googol's experience from working with a large number of global blue-chip companies has shown that the route from research to commercial breakthrough faces thresholds that can be anticipated and proactively managed - thus controlling risk and enhancing returns to a higher extent. The condensed explanation of how Technology Transfer Systems can be successfully shaped is to build and develop the Innovation Value Chain™ (ICV). The ICV encompasses challenges and solutions that range from organization to product &services, to social structures. Focusing on the Opportunity Epicentre, we suggest adding resources in terms of optimized financial support*, competencies and management focus, and also actively working with methodologies such as Open Innovation, Metrics, and Internal Corporate Venturing. A properly implemented Innovation Value Chain™ assists in developing ideas from a stand-alone position with a fixed commercial value of 100 points to a market-ready solution with an earned commercial and strategic value of 18.600 points. We refer to this as the ""Holy Grail of Innovation"" - when the Opportunity Epicentre has been widened to allow products and solutions to successfully journey from Research to Market.","","Commerce; Innovation; Occupational risks; Research; Technology transfer; Chip companies; Corporate venturing; Entrepreneurial activity; Epicentre; Financial support; Innovation system; Market entry; On currents; Open innovation; Patent strategy; Products and services; Research and development; Social structure; Stand -alone; Strategic values; Transfer systems; Value chains; Patents and inventions","Conference paper","Final","","Scopus","2-s2.0-78049370410"
"Van Blokland W.B.; Van Der Meer O.; Rakers R.","Van Blokland, Wouter Beelaerts (43461083400); Van Der Meer, Oliver (55504127400); Rakers, Remco (55504641500)","43461083400; 55504127400; 55504641500","Co-innovation and the value-time curve: A case study on the Dassault Falcon 7X and Embraer 170/190 series","2010","Advanced Concurrent Engineering","","","","395","403","8","0","10.1007/978-0-85729-024-3_43","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84870184396&doi=10.1007%2f978-0-85729-024-3_43&partnerID=40&md5=234cddce7eb3ece9e260c78d127acffa","Little quantitative research has been done about the effects of an open innovation methodology and its relationship to the 3C model [5], value-time curve and other lean metrics. This study seeks to determine the value-time curves for the Embraer E-170/190 and Dassault Falcon 7X aircraft and substantiate the theories embodied in the 3C principles. Both these aircraft have seen recent market introductions, with development investments on the same order of magnitude during their development phase, making them relevant candidates for this study. The value-time curve will be used as a basis to derive the first and second order derivatives, which represent directional and growth coefficients respectively. Both cases are analyzed for their relevance to the 3C model. © 2010 Springer-Verlag London Limited.","3C Model; Co-innovation; Concurrent engineering; Investment multiplier; Lean enterprise; Production multiplier; Risk-sharing; Supply chain management; Value-time curve","Aircraft; Risk management; Supply chain management; C modeling; Co-innovation; Lean enterprise; Risk-sharing; Time curves; Concurrent engineering","Conference paper","Final","","Scopus","2-s2.0-84870184396"
"Lu H.; Du D.; Qin X.","Lu, Han (57561460200); Du, Debin (7202611225); Qin, Xionghe (57195595264)","57561460200; 7202611225; 57195595264","Assessing the Dual Innovation Capability of National Innovation System: Empirical Evidence from 65 Countries","2022","Systems","10","2","23","","","","9","10.3390/systems10020023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127541231&doi=10.3390%2fsystems10020023&partnerID=40&md5=719d703897f100a345aeefbac6481a3b","Open innovation has drawn significant attention over the years, and there is a growing body of literature that highlights the importance of considering this phenomenon at the national level. Less appreciated, however, is the radiative capability of national innovation systems (NIS) and the linking inbound and outbound processes. We provide a measurement of the dual innovation capability (DIC) of NISs based on process-oriented concepts by using a multi-indicator approach, which provides a more comprehensive picture of sectoral NISs compared to currently used metrics. To assess the DIC of NISs, a composite weighting method was used to obtain the score of our selection of 65 countries. The results show the spatio-temporal evolution of DIC from 2010 to 2018 and explore the interactions among sub-elements within the framework. The 65 countries were grouped into 4 categories based on the sub-dimension scores, and we provided 3 possible paths that can be chosen to improve DIC. The index provides a powerful tool to enrich research on innovation systems, guide national positioning, and optimize policies. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","composite indicator; dual innovation capability; national innovation system; open innovation; process-oriented","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85127541231"
"Saguy I.S.; Sirotinskaya V.","Saguy, I.S. (7003669734); Sirotinskaya, V. (56201461400)","7003669734; 56201461400","Open Innovation Opportunities Focusing on Food SMEs","2016","Innovation Strategies in the Food Industry: Tools for Implementation","","","","41","59","18","7","10.1016/B978-0-12-803751-5.00003-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987903148&doi=10.1016%2fB978-0-12-803751-5.00003-9&partnerID=40&md5=c67028b203533ca6de9e927711eb0e47","The food industry, especially small and medium enterprises (SMEs), is facing increasingly complex challenges, more regulation, as well as fierce local and global competition. Open innovation (OI) can enhance innovation options by accessing external assets and collaborations with unique opportunities, facilitating partnerships, and alleviating hurdles such as limited resources, R&D expertise, skills, etc. Highlighted topics include: adapting OI for the food industry's special needs, with a focus on SMEs' unique challenges, and the roles of academia and intellectual property. Examples provided depict SMEs with typical OI utilization and the steps required to initiate and develop new concepts. Specific recommendations include: collaboration, creation of a four-helix innovation ecosystem (industry, academia, government, and private sector), metrics to quantify academia's social responsibility, and revised curricula promoting OI to encourage SMEs involvement. OI presents a unique opportunity for all stakeholders, especially for SMEs, to proactively engage in meeting future challenges and opportunities. © 2016 Elsevier Inc. All rights reserved.","Disruptive innovation; Four-helix innovation ecosystem; Intellectual property; Open innovation; Paradigm shifts; Radical openness; Social responsibility; Solution brokerage house","Economic and social effects; Ecosystems; Intellectual property; Disruptive innovations; Open innovation; Paradigm shifts; Radical openness; Social responsibilities; Competition","Book chapter","Final","","Scopus","2-s2.0-84987903148"
"Chesbrough H.","Chesbrough, Henry (6603859674)","6603859674","Managing open innovation","2004","Research Technology Management","47","1","","23","26","3","434","10.1080/08956308.2004.11671604","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0346503010&doi=10.1080%2f08956308.2004.11671604&partnerID=40&md5=9ed6321e4deeaf47fd3d5150ffa1d459","Industrial innovation is becoming more open, requiring changes in how firms manage innovation. External sources of knowledge become more prominent, while external channels to market also offer greater promise. This complicates the evaluation of early-stage technology projects, which often involve significant technical and market uncertainty. In such circumstances, companies need to ""play poker"" as well as chess. Measurement errors (false positives, false negatives) are likely to arise from judgments about the commercial potential of early-stage projects. Most companies' policies consciously limit ""false positives"" in assessing a project's commercial potential, but few companies take steps to manage the risk of ""false negatives."" New metrics may help a firm focus more upon external sources of innovation to enhance its business model, and enable the firm to salvage value from false negatives that otherwise would be lost.","","Industrial research; Investments; Project management; Research and development management; Closed innovation; Industrial innovation; Market uncertainty; Open innovation; Industrial management","Article","Final","","Scopus","2-s2.0-0346503010"
"Traitler H.; Watzke H.J.; Saguy I.S.","Traitler, Helmut (6701668464); Watzke, Heribert J. (7004512298); Saguy, I. Sam (7003669734)","6701668464; 7004512298; 7003669734","Reinventing R&D in an Open Innovation Ecosystem","2011","Journal of Food Science","76","2","","R62","R68","6","72","10.1111/j.1750-3841.2010.01998.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952074035&doi=10.1111%2fj.1750-3841.2010.01998.x&partnerID=40&md5=12548a29903d0ec06eab8551a5c251ff","Today, the idea that random collisions and interactions offer solutions and business opportunities is no longer acceptable. Instead, partnerships and alignments, both downstream and upstream, are paramount for cross-fertilization and synergy. To survive, and thrive, in today's world of global innovation, alliances based on compatible differences must be sought. Innovation Partnerships and the Sharing-is-Winning model represent a paradigm shift toward accelerating co-development of sustainable innovation, with alignment of the entire value chain with consumer-centric innovations being one of its main pillars. It includes 3 levels of typical joint development: universities, research institutes, and centers; start-ups and individual inventors; a select number of key strategic suppliers. Reinventing R&D in an open innovation ecosystem and increasing success rates in an increasingly competitive marketplace require implementing significant steps-both perceived and tangible. Specific recommendations are provided for 10 major identified topics: leadership, strategy, the consumer, the value chain, internal experts and championship, metrics, IP, culture, academia, and passion. The Sharing-is-Winning model extends the scope of open innovation to sustainable and enhanced processes of co-innovation. © 2011 Institute of Food Technologists®.","Innovation partnerships; Sharing-is-Winning model; Strategic alliance; Value chain","Cooperative Behavior; Diffusion of Innovation; Humans; Leadership; Organizational Innovation; Public-Private Sector Partnerships; Research; Universities; article; cooperation; human; leadership; mass communication; organization; public-private partnership; research; university","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-79952074035"
"Dobni C.B.; Klassen M.","Dobni, C. Brooke (7801360535); Klassen, Mark (50561602600)","7801360535; 50561602600","The decade of innovation: from benchmarking to execution","2021","Journal of Business Strategy","42","1","","23","31","8","8","10.1108/JBS-11-2019-0209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079146190&doi=10.1108%2fJBS-11-2019-0209&partnerID=40&md5=b98d6fa2a21580a1a6809350f24c5a90","Purpose: This article aims to highlight the results of a Global Innovation Survey from 407 organizations representing 33 countries. This was the third of three surveys conducted by the researchers since 2011. Ten key insights were formulated to gauge the progress of innovation in organizations as well as the practice and success of nine innovation methods (data analytics, design thinking, innovation metrics, etc.) used to support innovation execution. Design/methodology/approach: The survey data was bifurcated into two groups, high and low innovators, by analyzing their innovation scores using a K-means cluster analysis. This was followed by correlational analysis with the innovation practices by these groups. Qualitative survey data was also collected and used to interpret the results. Findings: Overall innovation scores have improved over the decade. Organizations are still struggling with process drivers such as idea management and innovation measures. High innovators are pervasively using innovative methods to advance innovation execution much more than low innovators. The two methods that showed the highest correlation to an innovative culture were design thinking and open innovation. Originality/value: Comparing the Global Innovation Survey to two other surveys, 2011 Canadian Executives (n = 605) and 2013 US Fortune 1000 (n = 1,203) that use the same innovation measurement scale, provides a unique longitudinal perspective. The nine innovation methods investigated in the Global Innovation Survey provide original insight into how high and low innovative organizations are using methods to advance innovation execution. © 2020, Emerald Publishing Limited.","Culture; Innovation; Innovation score; Measurement; Methods; Survey","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85079146190"
"","","","24th International Joint Conference on Industrial Engineering and Operations Management, IJCIEOM 2018","2019","Springer Proceedings in Mathematics and Statistics","280","","","","","568","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065506871&partnerID=40&md5=1e71fb5c3388e36c85d9c0932bf3280e","The proceedings contain 49 papers. The special focus in this conference is on Industrial Engineering and Operations Management. The topics include: Choosing the most effective networking strategy and practice for open innovation; simulating performance for one-dedicated-lane light rail system—A case study; evaluation of high rise building sustainability performance; pharmaceutical and biopharmaceutical patents: The opportunity of pharmerging countries; mapping scientific and technological patterns: Hybrid vehicles; Analysis of cultural factors that can influence international research projects by Brazilian UNIFEI professors in the United States; Scheduling operations and SMED: Complementary ways to improve productivity; Risk assessment in Fluid Penetrant Inspection (FPI) of critical parts via Bayesian belief networks and analytic hierarchy process; “Quality Box”, a way to achieve the employee involvement; a bibliographic review of software metrics: Applying the consolidated meta-analytic approach; Risk and ISO 9001: A systematic literature review; the Importance of Analysis Cycles in Defining Criteria for Selecting Digital Era Projects; The efficiency of small farmers in Goiânia/Brazil for Food Security: An analysis by the DEA Method; the Team Process Capability Model: A Sociotechnical Theoretical Framework for Understanding How Teams Interact with Their Environment; reverse logistics costs: Case study in a packaging industry; comparative cost evaluation of material removal process and additive manufacturing in aerospace industry; modelling the need for new blood donors following a change in deferral period; the future risk of internet companies: Is there a medium-term convergence?; The Impact of ERP Systems on the Organizational Maturity of Brazilian Construction Companies; forecasting the innovation potential under uncertainty; preface.","","","Conference review","Final","","Scopus","2-s2.0-85065506871"
