"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Lima Rua O.; Musiello-Neto F.; Arias-Oliva M.","Lima Rua, Orlando (57226496055); Musiello-Neto, Francisco (57369625000); Arias-Oliva, Mario (56110956600)","57226496055; 57369625000; 56110956600","Linking open innovation and competitive advantage: the roles of corporate risk management and organisational strategy","2023","Baltic Journal of Management","18","1","","104","121","17","10","10.1108/BJM-08-2021-0309","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143211355&doi=10.1108%2fBJM-08-2021-0309&partnerID=40&md5=4fe0f78a4e422394c208e1e6fb700f1f","Purpose: This study aims to analyse the effects of (1) open innovation on corporate risk management, organisational strategy and competitive advantage, (2) corporate risk management on organisational strategy, and (3) organisational strategy on competitive advantage. In addition, it assesses (4) the mediating effects of corporate risk management on the relationship between open innovation and organisational strategy. Design/methodology/approach: This exploratory and transversal study takes a quantitative methodological approach based on survey data from 251 hotel executive directors from Portuguese small and medium-sized enterprises (SMEs). Findings: The results confirm relationships between open innovation and corporate risk management, organisational strategy, and competitive advantage. They also confirm the importance of corporate risk management for organisational strategy and organisational strategy for achieving competitive advantage. The research demonstrates that corporate risk management has a mediating effect between open innovation and organisational strategy. Research limitations/implications: The present study proposes a model which provides better knowledge of the relationships between open innovation, corporate risk management, organisational strategy and competitive advantage. The model uses various scales to create a robust analytical measurement instrument. This research provides an in-depth analysis of the psychometric properties of the structural model’s latent variables through PLS-SEM and shows the differentiated paths of the endogenous and exogenous constructs. Finally, the importance of the role of open innovation in the process of attracting the resources necessary, that is, organisational and technological resources, to successfully operate in the hotel sector is highlighted. Thus, this research fills existing gaps in the literature. Practical implications: This research can contribute to the development of new instruments and programmes to improve the operational performance of SMEs in the hospitality sector. Understanding the relationship between the constructs will allow top managers to strengthen corporate resources, technologies and dynamic capabilities, and to promote entrepreneurial policies to enhance the relationship between open innovation and competitive advantage. Ultimately, the results of this study will allow governments, national, regional and local, to create policies, programmes and incentives to help firms adopt or extend the open innovation model, thus promoting the exchange of internal and external knowledge and strengthening the dynamics of the business ecosystem. Originality/value: The paper discloses the relationships between open innovation, corporate risk management, organisational strategy, and competitive advantage, by identifying the main characteristics of the constructs and revealing the linkage between them. This pioneering study analyses the mediating effect of corporate risk management between open innovation and organisational strategy and those mentioned above. © 2022, Emerald Publishing Limited.","Competitive advantage; Corporate risk management; Hotel industry; Open innovation; Organisational strategy; Structural equations model","","Article","Final","","Scopus","2-s2.0-85143211355"
"Dobni C.B.; Klassen M.","Dobni, C. Brooke (7801360535); Klassen, Mark (50561602600)","7801360535; 50561602600","The decade of innovation: from benchmarking to execution","2021","Journal of Business Strategy","42","1","","23","31","8","8","10.1108/JBS-11-2019-0209","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079146190&doi=10.1108%2fJBS-11-2019-0209&partnerID=40&md5=b98d6fa2a21580a1a6809350f24c5a90","Purpose: This article aims to highlight the results of a Global Innovation Survey from 407 organizations representing 33 countries. This was the third of three surveys conducted by the researchers since 2011. Ten key insights were formulated to gauge the progress of innovation in organizations as well as the practice and success of nine innovation methods (data analytics, design thinking, innovation metrics, etc.) used to support innovation execution. Design/methodology/approach: The survey data was bifurcated into two groups, high and low innovators, by analyzing their innovation scores using a K-means cluster analysis. This was followed by correlational analysis with the innovation practices by these groups. Qualitative survey data was also collected and used to interpret the results. Findings: Overall innovation scores have improved over the decade. Organizations are still struggling with process drivers such as idea management and innovation measures. High innovators are pervasively using innovative methods to advance innovation execution much more than low innovators. The two methods that showed the highest correlation to an innovative culture were design thinking and open innovation. Originality/value: Comparing the Global Innovation Survey to two other surveys, 2011 Canadian Executives (n = 605) and 2013 US Fortune 1000 (n = 1,203) that use the same innovation measurement scale, provides a unique longitudinal perspective. The nine innovation methods investigated in the Global Innovation Survey provide original insight into how high and low innovative organizations are using methods to advance innovation execution. © 2020, Emerald Publishing Limited.","Culture; Innovation; Innovation score; Measurement; Methods; Survey","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85079146190"
"Casprini E.; De Massis A.; Di Minin A.; Frattini F.; Piccaluga A.","Casprini, Elena (57215068155); De Massis, Alfredo (22834266400); Di Minin, Alberto (23987869500); Frattini, Federico (22834504500); Piccaluga, Andrea (6701818549)","57215068155; 22834266400; 23987869500; 22834504500; 6701818549","How family firms execute open innovation strategies: the Loccioni case","2017","Journal of Knowledge Management","21","6","","1459","1485","26","99","10.1108/JKM-11-2016-0515","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031851766&doi=10.1108%2fJKM-11-2016-0515&partnerID=40&md5=41b036e50dee9fd64cf9a87a18ba59f2","Purpose: This paper aims to shed light on how family firms execute open innovation strategies by managing internal and external knowledge flows. Design/methodology/approach: First, through a comprehensive literature review, the paper identifies the barriers to the acquisition and transfer of knowledge in open innovation processes. Second, it presents and discusses the results of an exploratory case study on Loccioni, an Italian family firm providing high-tech measurement solutions, highlighting how this family firm managed to overcome the barriers in executing an open innovation strategy. Findings: The case study shows that Loccioni faced specific challenges in acquiring and transferring knowledge in its open innovation processes and developed two idiosyncratic capabilities – labelled imprinting and fraternization – that helped the firm overcome the barriers to knowledge acquisition and transfer. The analysis shows that these two capabilities are enabled by the distinctive goals and social capital characterizing family firms. Originality/value: The paper creates a link between open innovation and family business research with an empirically grounded model illustrating how the idiosyncratic capabilities of a family firm help overcome the critical barriers to the acquisition and transfer of knowledge in executing an open innovation strategy. © 2017, Emerald Publishing Limited.","Capabilities; Family firms; Noneconomic goals; Open innovation; Social capital","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85031851766"
"Brüggemann E.R.; Monteiro J.J.; Lunkes R.J.","Brüggemann, Evellin Ramlow (58000214700); Monteiro, Januário José (57219550809); Lunkes, Rogério João (57203456368)","58000214700; 57219550809; 57203456368","The influence of performance measurement systems on organizational agility and open innovation; [Influência do sistema de mensuração de desempenho na agilidade organizacional e na inovação aberta]","2022","Revista de Contabilidade e Organizacoes","16","","e193897","","","","1","10.11606/issn.1982-6486.rco.2022.193897","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85143722132&doi=10.11606%2fissn.1982-6486.rco.2022.193897&partnerID=40&md5=87568754dd9439bff2fc9612b2b27183","This study analyzed the influence of Performance Measurement Systems (PMS) on organizational agility and open innovation. The data was collected from managers of Brazilian companies listed on the country’s stock exchange Brasil, Bolsa, Balcão (B3), and 105 valid responses were obtained. The analysis was conducted using structural equation modeling, and the results showed that interactive PMS positively influences organizational agility and open innovation. Also, it was observed that organizational agility mediates the relationship between interactive PMS and open innovation. This evidence contributes to the management literature by suggesting organizational agility as an important factor (mediator) that reinforces the effects of PMS on open innovation. In addition, it advances by proposing interactive PMS as an antecedent of open innovation. © 2022 FEA-RP/USP. All rights reserved.","Brazilian firms; Open innovation; Organizational agility; Performance measurement system","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85143722132"
"Aqidawati E.F.; Sutopo W.; Zakaria R.","Aqidawati, Era Febriana (57201669111); Sutopo, Wahyudi (42062336300); Zakaria, Roni (56747512000)","57201669111; 42062336300; 56747512000","Model to measure the readiness of university testing laboratories to fulfill ISO/IEC 17025 requirements (a case study)","2019","Journal of Open Innovation: Technology, Market, and Complexity","5","1","2","","","","6","10.3390/joitmc5010002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063482866&doi=10.3390%2fjoitmc5010002&partnerID=40&md5=ee3a3e3ffea80173c1aa319e28530cd6","Universities are considered as a source of open innovations by producing new technology. The innovations need to be tested in licensed laboratories in order to create certified products if they are to be commercialized to the market. Many universities have established laboratories that provide testing services to society and act as a revenue-generating source. Universitas Sebelas Maret (UNS) owns an accredited center laboratory that provides testing services to external parties. In addition, the university owns other laboratories in several faculties to conduct academic activities and research and yet provide testing services, but have not been accredited. Therefore, the laboratories have the potential to be developed as part of the testing service business to support the incubation process of new technology and provide testing services. In this article, we chose UNS, one of the universities in Indonesia, to develop a framework of readiness level measurement instrument, to evaluate the readiness and to suggest improvements for laboratories to achieve accreditation. A framework of laboratory readiness measurement was developed using integration of management approach and laboratory approach. Descriptive statistics were used to create a radar chart to determine the readiness level. Based on findings and evidence analysis, we proposed improvement planning using ISO 17025 and management concept. © 2019 by the authors.","Assessment framework; Innovation; ISO/IEC 17025; Readiness level; University testing laboratories","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85063482866"
"","","","Conference of Open Innovation Association, FRUCT","2018","Conference of Open Innovation Association, FRUCT","2018-May","","","","","310","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055566287&partnerID=40&md5=806bb64e16e4838acb92361da50d02fb","The proceedings contain 41 papers. The topics discussed include: design of cyber-physical production system prototype based on an ethereum private network; DSLR imperfections extraction from image for source detection; survey on deduplication techniques in flash-based storage; analysis of user activity in wireless local area network of petrozavodsk state university; web-service for drive safely system user analysis: architecture and implementation; open source tool for VH-replacement products discovery and analysis; motivate online users by moderating and providing tasty testing experiences.; EvoCut: a new generalization of Albert-BarabaÁsi model for evolution of complex networks; compact fixed-point filter implementation; queuing system for the spacefibre standard; botanicum: a telegram bot for tree classification; data distribution services performance evaluation framework; evaluation of modern laser based indoor SLAM algorithms; deadlock-free routing in spacewire onboard network; network topology transformation for fault tolerance in spacewire onboard networks; measurement of inductance of liquefied natural gas; and unleashing full potential of ansible framework: university labs administration.","","","Conference review","Final","","Scopus","2-s2.0-85055566287"
"Lamberti E.; Caputo M.; Michelino F.; Cammarano A.","Lamberti, Emilia (56320159000); Caputo, Mauro (7102895180); Michelino, Francesca (35183740900); Cammarano, Antonello (56320485200)","56320159000; 7102895180; 35183740900; 56320485200","How to measure collaboration in an open innovation context","2017","International Journal of Business Innovation and Research","14","3","","301","326","25","9","10.1504/IJBIR.2017.087090","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031289898&doi=10.1504%2fIJBIR.2017.087090&partnerID=40&md5=eae3008e275859143e2a824dcf942c42","The paper suggests a multidimensional measurement system assessing collaboration in an open innovation context by the use of: 1) costs and revenues deriving from joint development processes; 2) joint patents as the outcome of such activities. Three metrics are introduced to evaluate the weight of collaborations on both the total business of companies and their patent portfolio: collaboration costs share, collaboration revenues share and joint patents share. A sample of 114 worldwide top R&D spending bio-pharmaceutical firms is analysed and eight clusters are defined, from closed sole-patenting to coupled joint-patenting. The work proposes a novel way to assess collaboration processes, identifying their impact on the business model of companies. Furthermore, it integrates metrics for collaboration process and outputs within a comprehensive measurement system. Drawing on objective and available data from both consolidated annual reports and PATSTAT, the framework allows managers to evaluate the collaborative position of their firms, monitoring its evolution and benchmarking with competitors. Copyright © 2017 Inderscience Enterprises Ltd.","Bio-pharmaceutical industry; Innovation metrics; Joint patents; Open innovation; R&D collaboration","","Article","Final","","Scopus","2-s2.0-85031289898"
"Rangus K.; Drnovšek M.; Di Minin A.","Rangus, Kaja (57190882498); Drnovšek, Mateja (24278633400); Di Minin, Alberto (23987869500)","57190882498; 24278633400; 23987869500","Proclivity for open innovation: Construct development and empirical validation","2016","Innovation: Management, Policy and Practice","18","2","","191","211","20","24","10.1080/14479338.2016.1213136","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84983752622&doi=10.1080%2f14479338.2016.1213136&partnerID=40&md5=2657e98379e39fe76cac2cb98eea737f","Over the past decade, the concept of open innovation has received substantial attention. Research has ranged from case study representations to large-scale quantitative studies using the Community Innovation Survey data or developing novel approaches to measuring open innovation. In this study, we conceptualise and validate a firm-level measure of proclivity for open innovation, which relates to the firm’s predisposition to perform inbound and outbound open innovation activities. To do so, we focus on smaller firms, assessing their organisational and behavioural perspectives related to open innovation. Building on existing scholarly research and a field study, we begin by conceptualising the theoretical framework of the multidimensional construct. We then develop and validate its measurement scale on two cross-cultural samples. The measure contains the following dimensions: inward IP licensing and external participation, outsourcing R&D and external networking, customer involvement, employee involvement, venturing, and outward IP licensing. Our results indicate that the measure has good reliability and validity. Implications for future research are also discussed. © 2016 Informa UK Limited, trading as Taylor & Francis Group.","construct validity; open innovation; proclivity; scale development","industrial development; innovation; planning theory; small scale industry","Article","Final","","Scopus","2-s2.0-84983752622"
"Cziva R.; Jouet S.; White K.J.S.; Pezaros D.P.","Cziva, Richard (56575145900); Jouet, Simon (56022868700); White, Kyle J. S. (57188634810); Pezaros, Dimitrios P. (8600838000)","56575145900; 56022868700; 57188634810; 8600838000","Container-based network function virtualization for software-defined networks","2016","Proceedings - IEEE Symposium on Computers and Communications","2016-February","","7405550","415","420","5","35","10.1109/ISCC.2015.7405550","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961928044&doi=10.1109%2fISCC.2015.7405550&partnerID=40&md5=235dc340193e7ce31c77892d01ce0050","Today's enterprise networks almost ubiquitously deploy middlebox services to improve in-network security and performance. Although virtualization of middleboxes attracts a significant attention, studies show that such implementations are still proprietary and deployed in a static manner at the boundaries of organisations, hindering open innovation. In this paper, we present an open framework to create, deploy and manage virtual network functions (NF)s in OpenFlow-enabled networks. We exploit container-based NFs to achieve low performance overhead, fast deployment and high reusability missing from today's NFV deployments. Through an SDN northbound API, NFs can be instantiated, traffic can be steered through the desired policy chain and applications can raise notifications. We demonstrate the systems operation through the development of exemplar NFs from common Operating System utility binaries, and we show that container-based NFV improves function instantiation time by up to 68% over existing hypervisor-based alternatives, and scales to one hundred co-located NFs while incurring sub-millisecond latency. © 2015 IEEE.","Containers; Middleboxes; Noise measurement; Ports (Computers); Routing; Servers; Virtualization","Containers; Network security; Reusability; Servers; Software defined networking; Transfer functions; Virtual reality; Virtualization; Enterprise networks; Fast deployments; Middleboxes; Noise measurements; Operating system utilities; Ports (Computers); Routing; Systems operation; Network function virtualization","Conference paper","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84961928044"
"Quaiser R.M.; Srivastava P.R.","Quaiser, Raunaque Mujeeb (58103017400); Srivastava, Praveen Ranjan (57225667071)","58103017400; 57225667071","Outbound open innovation effectiveness measurement between big organizations and startups using Fuzzy MCDM","2023","Management Decision","","","","","","","0","10.1108/MD-07-2022-0990","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181204055&doi=10.1108%2fMD-07-2022-0990&partnerID=40&md5=495d4e01ac420916238fb4c1e85edf6c","Purpose: This research aims to identify the key factors affecting Outbound Open Innovation between Startups and Big organizations using the multiple criteria decision-making analysis (MCDM) approach. The MCDM technique ranks the four key factors identified from the literature study that can help to improve collaboration opportunities with Startups. Design/methodology/approach: Identification of key factors affecting Outbound Open Innovation between Startups and big organizations based on extant literature. A questionnaire is prepared based on these four identified key factors to gather views of the startup's employees, from the designer level to the startup's founder. MCDM techniques are used to evaluate the questionnaire. The ensemble technique is used to rank the key factors coming from three different MCDM methods. Findings: The findings from the MCDM approach and Ensemble techniques give insight to the big organizations to facilitate outbound Open Innovation effectively. It also provides insight into the requirements of the startups and the kind of support they seek from the big organizations. The ranking can help the big organization close the gaps and make an informed decision to increase the effectiveness of the collaborations and boost innovation. Originality/value: This is a unique research work where the MCDM approach is used to identify the ranking of key factors affecting outbound open innovation between startups and big organizations. The MCDM technique is followed by the ensemble method to rationalize the findings. Technology Relevance ranks highest, followed by Innovation Ecosystem, Organization commitment and Knowledge Sharing. © 2023, Emerald Publishing Limited.","Innovation ecosystem; Innovation strategy; Outbound open innovation; Startups","","Article","Article in press","","Scopus","2-s2.0-85181204055"
"Faraji A.; Rashidi M.; Eftekhari N.A.; Perera S.; Mani S.","Faraji, Amir (57221399857); Rashidi, Maria (36350170200); Eftekhari, Navid Ahmadi (57443061100); Perera, Srinath (56308985600); Mani, Saba (57443636500)","57221399857; 36350170200; 57443061100; 56308985600; 57443636500","A Bid/Mark-Up Decision Support Model in Contractor’s Tender Strategy Development Phase Based on Project Complexity Measurement in the Downstream Sector of Petroleum Industry","2022","Journal of Open Innovation: Technology, Market, and Complexity","8","1","33","","","","4","10.3390/joitmc8010033","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85124185405&doi=10.3390%2fjoitmc8010033&partnerID=40&md5=73613b2a4547cb9257f849a078ef8add","The tender process is an inseparable step of the contract award process in the public sector, and from the other point of view, it is one of the crucial elements of the core business of construction contractors. Reviewing previous research reveals a gap in the application of a project’s detailed features and historical data to support the bid/no-bid decision and to determine the cost and time contract mark-ups. In this study, a prescriptive project complexity-based model is proposed to support the bid decision in the tender strategy development phase of a contractor for the downstream sector of the petroleum industry in Iran. For this purpose, regression analysis of historical data is adopted to configure the model and to infer from previous actual trends by exploring relationships between the contractor’s bid decision and proposed mark-ups with the project’s inherent and surrounding complexity factors. Hence, using experts’ opinions and historical data from 139 previous contracts as training and test data, a model was developed to make a decision on a bid and mark-up problem. The results of the model validation show that the credibility of the model is 74.67% and 75.36% for time and cost, respectively, and the reliability of model outputs is approximately 90% overall in predicting the bid mark-ups in accordance with the project complexity index (PCI). The main contribution of this research to current knowledge has two aspects: utilizing the complexity concept for the tender problem in the form of a project complexity index (PCI) and considering both time and cost mark-ups (TMU–CMU) in the contractor’s bid simultaneously. In addition, the results show that the more complex the project is, the higher the bid rate is. © 2022 by the authors. Licensee MDPI, Basel, Switzerland.","Bid mark-ups; Construction management; Open innovation dynamics; Project complexity; Public sector; Tender strategy","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85124185405"
"Hsieh C.-T.; Huang H.-C.; Lee W.-L.","Hsieh, Ching-Tang (7401724047); Huang, Hao-Chen (16033134700); Lee, Wei-Long (37017309500)","7401724047; 16033134700; 37017309500","Using transaction cost economics to explain open innovation in start-ups","2016","Management Decision","54","9","","2133","2156","23","20","10.1108/MD-01-2016-0012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84989861159&doi=10.1108%2fMD-01-2016-0012&partnerID=40&md5=b17d8660b4d5d0cd9c10b777bcab7cbd","Purpose: The basic concept of transaction cost theory is that firms like to conduct transactions in a channel with lower transaction costs. Therefore, the purpose of this paper is to use the transaction cost perspective to identify which conditions cause companies to choose between outbound open innovation (hierarchy governance) and inbound open innovation (market governance). Design/methodology/approach: Accordingly, transaction cost economics was used to relate the choice and implementation of open innovation using a sample of 250 electronics and information start-ups in China. Structural equation modeling was used to conduct confirmatory factor analysis to evaluate measurement model, while logistic regression analysis was used to test the hypotheses. Findings: As expected, the dedicated asset specificity, human asset specificity, behavioral uncertainty, transaction frequency, and small number exchange were positively associated with outbound open innovation. Originality/value: The contribution of this paper lies in explaining the role played by transaction cost economics in the process of open innovation for start-ups through empirical analysis. © 2016, © Emerald Group Publishing Limited.","Asia; Innovation; Transactional costs","","Article","Final","","Scopus","2-s2.0-84989861159"
"Leydesdorff L.; Smith H.L.","Leydesdorff, Loet (7003954276); Smith, Helen Lawton (56444617400)","7003954276; 56444617400","Triple, Quadruple, and Higher-Order Helices: Historical Phenomena and (Neo-)Evolutionary Models","2022","Triple Helix","33","4","","","","","19","10.1163/21971927-bja10022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85126340021&doi=10.1163%2f21971927-bja10022&partnerID=40&md5=e8746f149133939254ac9a364999990e","Carayannis and Campbell (2009; 2010) have argued for using quadruple and quintuple helices as models encompassing and generalizing triple-helix dynamics. In the meantime, quadruple and quintuple helices have been adopted by the European Committee for the Regions and the European Commission as metaphors for further strategy development such as in EU-programs in Smart Specialization, Plan S, Open Innovation 2.0, etc. Here we argue that the transition from a double helix to a triple helix can change the dynamic from a trajectory to a regime. However, next-order transitions (e.g., to quadruple, quintuple, or n-tuple helices) can be decomposed and recombined into interacting Triple Helices. For example, in the case of four helices A, B, C, and D, one can distinguish ABC, ABD, ACD, and BCD; each triplet can generate synergy. The triple-helix synergy indicator can thus be elaborated for more than three dimensions. However, whether innovation systems are national, regional, sectorial, triple-helix, quadruple-helix, etc., can inform policies with evidence if one proceeds to measurement. A variety of perspectives can be used to interpret the data. Software for testing perspectives will be introduced. © Loet Leydesdorff and Helen Lawton Smith, 2022","entrepreneurial university; knowledge-based co-evolution; overlay","","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85126340021"
"Rocha G.V.; Mello C.H.P.; de Paiva A.P.; Pereira T.F.; Turrioni J.B.","Rocha, Giseli Valentim (57189628944); Mello, Carlos Henrique Pereira (26027570000); de Paiva, Anderson Paulo (16176142300); Pereira, Tábata Fernandes (56040026900); Turrioni, João Batista (24082062700)","57189628944; 26027570000; 16176142300; 56040026900; 24082062700","Using factorial analysis for validating a maturity measurement instrument in open innovation","2019","Acta Scientiarum - Technology","41","1","e37470","","","","0","10.4025/actascitechnol.v41i1.37470","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070316094&doi=10.4025%2factascitechnol.v41i1.37470&partnerID=40&md5=6a58d965d03c376fb9ddd99a0ce694cc","Open innovation (OI) has taken its place as a mainstream innovation process. Although the growing interest in OI since then, there are still many unanswered questions. One of the most persistent for researchers alike relates to how OI can be measured: what framework could companies adopt to measure OI? What are the most important constructs to be considered in the definition of a framework for OI? We identify constructs to be considered in a framework for the maturity measurement in medium and large companies in Brazil, considering strategic, organizational and operational aspects. The purpose of this paper is to develop an OI measurement instrument that has sound psychometric properties and recognize a key feature on the field. The results suggest that the constructs have good empirical support. In the manner in which the instrument is presented, it is possible to separately measure construct related to each of the approaches. © 2019, Eduem - Editora da Universidade Estadual de Maringa. All rights reserved.","Brazil; Cluster analysis; Factorial analysis; Open innovation; Performance measures","","Article","Final","","Scopus","2-s2.0-85070316094"
"Abhari K.; Davidson E.J.; Xiao B.","Abhari, Kaveh (56960354500); Davidson, Elizabeth J. (7402237089); Xiao, Bo (57104365300)","56960354500; 7402237089; 57104365300","A risk worth taking? The effects of risk and prior experience on co-innovation participation","2018","Internet Research","28","3","","804","828","24","22","10.1108/IntR-05-2017-0196","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85047967931&doi=10.1108%2fIntR-05-2017-0196&partnerID=40&md5=49c0dc2fa58ca0634c720bfdf9881d1b","Purpose: Co-innovation networks face the important challenge of cultivating collective innovation outcomes while also preserving the interests of individual contributors. Addressing this challenge requires first understanding and then managing individuals’ perception of co-innovation risks. The purpose of this paper is to provide a meaningful approach to addressing co-innovation risks using a valid and reliable model to assess actors’ perception of risk and examine its effect on actor co-innovation behavior. Design/methodology/approach: The construct of co-innovation risk from the actor’s perspective was conceptualized based on a case study of a co-innovation network. The measurement items underwent a pilot study and a field study to establish the necessary reliability and validity. This paper also empirically assesses a nomological network that illustrates the effect of risk on co-innovation behavior with a moderating effect of prior experience. Findings: Co-innovation actors perceived four different individual risks: time, social, intellectual property right, and financial. The empirical results from the field study demonstrate a high degree of confidence in both translation validity and criterion-related validity. Negative effects of perceived co-innovation risk on actors’ continuous intention to ideate, collaborate, and communicate in co-innovation were evident, but prior experience moderated these relationships. Originality/value: Drawing from co-innovation and individual risk literature, this study develops and validates a general instrument to measure co-innovation risk from the actors’ perspective. The result is a reliable and parsimonious instrument with 15 items, which contributes significantly to future empirical investigations of co-innovation behavior on virtual platforms. © 2018, Emerald Publishing Limited.","Collaborative innovation network; Experience; Instrument; Open innovation; Risk; Social product development","","Article","Final","","Scopus","2-s2.0-85047967931"
"Moreno-Felices P.; Puebla-Martínez B.; Gelado-Marcos R.","Moreno-Felices, Plácido (57219115061); Puebla-Martínez, Belén (56925330200); Gelado-Marcos, Roberto (57205270814)","57219115061; 56925330200; 57205270814","Analysis, measuring, and control in the process of media digital transformation: Media analysis tool (MAT); [Análisis, medición y control en el proceso de transformación digital de medios: Media analysis tool (MAT)]","2020","Tripodos","","46","","157","178","21","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091305311&partnerID=40&md5=f807028dab62338b243abb66d8541594","The digital transformation of the media industry feeds today on abundant and excellent theory built on the concept of convergence more than two decades ago, but on very little procedure or methodology for its analysis, measurement and control as a process. Lessons learned from the failed process of digital transformation of the press industry (convergence) open the door to alternative investigative approaches if the best techniques and methodologies utilized in other industries (with resounding success) are used and applied wisely in ours. With the development of MAT (Media Analysis Tool), a free online collaborative platform (Open Innovation) is proposed for the collection, exploitation of data and reporting on demand (dashboards and visualization) available for any media platform (print, radio, and TV). The main goal is to offer an accurate measurement of the level of maturity regarding the process of digital transformation and the potential for change in the media organization. This is an improvement over the efforts of Spanish researchers to calculate the convergence index of a medium based on variables of collaboration, versatility, distribution, and the relationship between newsrooms and on the contributions of Moreno and Fruin (2009) with NAT -Newspaper Analysis Tool- which serve as a theoretical and methodological foundation successfully tested in newspapers to propose the functional design of the MAT (Media Analysis Tool) platform. © 2020 Blanquerna School of Communication and International Relations. All rights reserved.","Business process reengineering; Change management; Digital transformation; Media convergence; Open innovation","","Article","Final","","Scopus","2-s2.0-85091305311"
"Tsai C.-T.; Liao W.-F.","Tsai, Chien-Tzu (8629591700); Liao, Wan-Fen (35208582800)","8629591700; 35208582800","The formation and performance of university technological collaboration: A case of national science and technology program for telecommunication in Taiwan","2009","PICMET: Portland International Center for Management of Engineering and Technology, Proceedings","","","5262152","305","311","6","0","10.1109/PICMET.2009.5262152","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70450190065&doi=10.1109%2fPICMET.2009.5262152&partnerID=40&md5=0c741737582af60663f972d134efb186","University is considered as a critical actor to drive and to nurture a knowledge and technology network. In the open innovation trend, the formation of network and its performance get more attention by researchers. This paper explores how universities form a technological network and contribute to technological development. Addressing a social network analysis (SNA) perspective, this paper proposes that an organization's technological capacity is highly related to its network position. The data analyzed in this paper includes 963 collaborative research plans from a telecommunication project sponsored by National Science Councils in Taiwan from 1998 to 2007. There are 88 nationwide educational departments participating in this project. Their publications and patents are accumulated as performance indicators. The measurement from SNA, degree centrality and betweenness, are taken as variables. Four of the findings are: first, the geographic effect on network formation is less. Next, an organization plays an intermediate in research collaboration would be likely to gain more funding. Then, an organization performs better while it takes active approach to collaboration. Last, the collaborative researches in universities are academic oriented. The gap of transformation publications into patents needs more attention to make up. © 2009 PICMET.","","Behavioral research; Benchmarking; Electric network analysis; Patents and inventions; Technological forecasting; Betweenness; Collaborative research; Degree centrality; Educational departments; National Science Council; Network formation; Open innovation; Performance indicators; Research collaborations; Science and technology programs; Social network analysis; Technological collaboration; Technological development; Technological networks; Technology network; Technology","Conference paper","Final","","Scopus","2-s2.0-70450190065"
