"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Publication Stage","Open Access","Source","EID"
"Triggle C.R.; Triggle D.J.","Triggle, Chris R. (7004924421); Triggle, David J. (7102574684)","7004924421; 7102574684","From Gutenberg to Open Science: An Unfulfilled Odyssey","2017","Drug Development Research","78","1","","3","23","20","16","10.1002/ddr.21369","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84995480017&doi=10.1002%2fddr.21369&partnerID=40&md5=cf6e5291c1b4aaf6c7c4ba3beccafdc0","(Table presented.). With the almost global availability of the Internet comes the expectation of universal accessibility to knowledge, including scientific knowledge-particularly that generated by public funding. Currently this is not the case. In this Commentary we discuss access to this knowledge, the politics that govern peer review and publication, and the role of this knowledge as a public good in medicine.  Gutenberg's invention of the printing press in 1440 opened an avenue for the distribution of scholarly information to the entire world. The scientific literature first appeared in 1665 with Le Journal des Sçavans followed in the same year by Philosophical Transactions. Today there are more than 5000 scientific publishing companies, 25,000 journals and 1.5 million articles published/year generating revenue of $25 billion USD.  The European Union and the Organization for Economic Cooperation and Development have argued for open access (OA) to scientific data for all publicly funded research by 2020 with a similar initiative in the USA via the Fair Access to Science and Technology Research Act (FASTR). However, OA to published science is but one step in this odyssey. If the products of science are not openly available then it can be argued that the norms of science as defined by Merton including “universalism” and “communalism” have yet to be accomplished. Nowhere is this more apparent than in the delivery of medicines to the poor and for rare diseases, the attempts to privatize human genetic information and, not least, dealing with the challenges of antibiotic resistance and new disease pandemics exacerbated by climate change. Drug Dev Res 78 : 3–23, 2017.   © 2016 Wiley Periodicals, Inc. © 2016 The Authors Drug Development Research Published by Wiley Periodicals, Inc.","drug costs; impact; metrics; open access; open science; predatory publishing; publications; rent seeking","Access to Information; Diffusion of Innovation; Humans; Internet; Periodicals as Topic; access to information; European Union; human; information processing; information seeking; medical literature; Note; peer review; politics; practice guideline; professional knowledge; publication; publishing; scientific literature; Internet; mass communication","Note","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84995480017"
"Tevar A.D.; Aelion H.M.; Stang M.A.; Mendlovic J.","Tevar, A.D. (57190065836); Aelion, H.M. (57190070111); Stang, M.A. (57190060946); Mendlovic, J. (57190073991)","57190065836; 57190070111; 57190060946; 57190073991","The need for universal metrics in the energy-water-food nexus","2016","Journal of Environmental Studies and Sciences","6","1","","225","230","5","9","10.1007/s13412-016-0365-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977111516&doi=10.1007%2fs13412-016-0365-x&partnerID=40&md5=0a5188445846ab9ba54b9886b1d6db81","The ability for a new food-energy-water (FEW) initiative or program to thrive and prove valuable at a local, national, or international scale is often critically dependent not on the power or impressiveness of its technical innovation, but the ability for that innovation to be introduced, and subsequently welcomed, into a society. As the global population expands, there is an inevitable increase in competition for vital resources. The interaction of these resources—namely, food-energy-water—is referred to as the FEW Nexus. Water is the key resource that is in limited supply, and as the demand grows for energy and food dependent on it, so does global inequality and suffering. It is only through technical and socially aware innovations that these allocation issues can be addressed. Universal metrics, though flawed, are needed to help compare and contrast new FEW Nexus projects and technologies for those that need to plan and implement interventions to improve access to these vital resources. Social stickiness, or society’s willingness and ability to adopt and apply FEW Nexus interventions, is a vital component of these universal metrics. Social stickiness measures the ability of innovations to be successfully transferred from “science lab” to “social life” in order to educate and improve the global quality of existence through widespread and educated user adoption. Existing FEW program/technology metrics usually define an output per unit input (e.g., kWh/m3) and are limited to two areas the FEW Nexus with an obvious, but undefined association to the third (e.g., less water for agriculture). All technical metrics appear to treat the FEW Nexus as a static problem with no social or cultural context. Consequently, universal metrics should include a social measure of the target population as well as the traditional output/input measurements. The United Nations’ inequality-adjusted human development index (IHDI) could be a way to quickly include a social component to assess an innovation’s usability and improvement in the global community. The FEW needs and constraints found in developed and developing countries vary drastically, meaning that any universal metric that is created will not account for the complexity of the international situation, but would still be a useful tool to compare and contrast different innovations for local non-experts seeking to implement them. © 2016, AESS.","Food-energy-water; Innovation; Metrics; Nexus; Social stickiness","community resource management; econometrics; energy resource; food science; global perspective; human development index; innovation; technological change; United Nations; water resource","Article","Final","","Scopus","2-s2.0-84977111516"
"De Moura Ferreira Danilevicz Â.; Correa C.H.","De Moura Ferreira Danilevicz, Ângela (6507168726); Correa, Cristian Hans (57143834300)","6507168726; 57143834300","Innovation management system based on performance drivers: A study applied to the Brazilian electric power sector","2017","67th Annual Conference and Expo of the Institute of Industrial Engineers 2017","","","","1894","1899","5","3","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031000370&partnerID=40&md5=9cbcbe663b2462a9152fd33cb7c9d462","Innovation is no longer an exclusive concern of some companies, becoming imperative in their strategy. The scope of the innovation management has evolved. It includes more than creating new products or services but also the creation of new businesses and new markets. This competitive scenario suggests the development of a structure to support the innovation process and metrics to evaluate it. Adding to this the relevance of customer-centered orientation and the peculiarities associated with the Brazilian electric power sector, this paper aims to propose an innovation management system supported by performance drivers. The innovation management system and the performance drivers were developed based on the: (I) literature review; (II) benchmarking analysis of companies that had innovation in their DNA; (III) existing innovation process of the electric power company; and (IV) interview with innovation experts. The system also allows a quantitative evaluation of ideas selection and projects implementation. As a result, the innovation management system aims to reinforce/develop: (I) transparency in the innovation decision-making process, (II) innovation culture, by employees' creative thinking, (III) strategic business alignment on projects, (IV) risk reduction on projects financial investments, and (V) profit leverage by new creative solutions to the electric power market. The innovation system and its performance drivers are detailed and suggestions of adaptations and future research are highlighted.","Electric power sector; Innovation management system; Performance indicators; Research and development","Benchmarking; Commerce; Decision making; Electric utilities; Engineers; Human resource management; Investments; Power quality; Research and development management; Decision making process; Electric power markets; Electric power sector; Innovation management; Performance indicators; Quantitative evaluation; Research and development; Strategic business alignment; Innovation","Conference paper","Final","","Scopus","2-s2.0-85031000370"
"Monechi B.; Gravino P.; Servedio V.D.P.; Tria F.; Loreto V.","Monechi, Bernardo (36961183500); Gravino, Pietro (55241808300); Servedio, Vito D. P. (6603522133); Tria, Francesca (56006074300); Loreto, Vittorio (7004031964)","36961183500; 55241808300; 6603522133; 56006074300; 7004031964","Significance and popularity in music production","2017","Royal Society Open Science","4","7","170433","","","","8","10.1098/rsos.170433","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85023770670&doi=10.1098%2frsos.170433&partnerID=40&md5=2b4112fc7bcf1d3e5fbb4c3d150e0af7","Creative industries constantly strive for fame and popularity. Though highly desirable, popularity is not the only achievement artistic creations might ever acquire. Leaving a longstanding mark in the global production and influencing future works is an even more important achievement, usually acknowledged by experts and scholars. ‘Significant’ or ‘influential’ works are not always well known to the public or have sometimes been long forgotten by the vast majority. In this paper, we focus on the duality between what is successful and what is significant in the musical context. To this end, we consider a user-generated set of tags collected through an online music platform, whose evolving co-occurrence network mirrors the growing conceptual space underlying music production. We define a set of general metrics aiming at characterizing music albums throughout history, and their relationships with the overall musical production. We show how these metrics allow to classify albums according to their current popularity or their belonging to expert-made lists of important albums. In this way, we provide the scientific community and the public at large with quantitative tools to tell apart popular albums from culturally or aesthetically relevant artworks. The generality of the methodology presented here lends itself to be used in all those fields where innovation and creativity are in play. © 2017 The Authors.","Cultural evolution; Innovation; Popular music; Success","","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85023770670"
"Rauf A.; Gulzar S.; Baig J.","Rauf, Afshan (57193431042); Gulzar, Saba (57193430693); Baig, Juveria (57193433518)","57193431042; 57193430693; 57193433518","Measuring the effectiveness of HR metrics on return on investment-an empirical study on Pakistani organizations","2016","Proceedings of the 28th International Business Information Management Association Conference - Vision 2020: Innovation Management, Development Sustainability, and Competitive Economic Growth","","","","3758","3770","12","0","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013961194&partnerID=40&md5=06496d241a405f08c71a7166409fe97a","The inclination for this manuscript is to look at value of HR metrics on Return on Investment of an organization. With the continuous changes in business dynamics, it has become imperative for organizations to rationalize their cost elements and return on investments, HR Metrics leads to measure the effectiveness of cost effective decision for the organizations. A survey has been conducted from human resource (HR) professionals to identify and better comprehend their perceptions and expectations of human capital measures (HCM) content, its connection with strategy and impact on performance. This paper is based on a quantitative analysis of survey questionnaires based upon a five point Likert Scale, collected from 100 HR Professionals of different organizations. After carrying out preliminary analysis including reliability, validity and normality overall model was tested through multiple regression analysis results showing that there is a significant relationship between HR metrics and organizational performance in terms of return on investment. The findings of the study were consistent with earlier studies. Implications for managers drawn from the results will help policy makers to develop policies and procedures for improving HR productivity and decision making.","Cost effectiveness; HR metrics; Human capital; Organizational performance; Strategy","Cost effectiveness; Costs; Decision making; Information management; Innovation; Investments; Profitability; Regression analysis; Reliability analysis; Societies and institutions; Surveys; Sustainable development; Business dynamics; Cost effective decision; HR metrics; Human capitals; Multiple regression analysis; Organizational performance; Preliminary analysis; Strategy; Economics","Conference paper","Final","","Scopus","2-s2.0-85013961194"
"Armstrong A.; Wright C.; Ashe B.; Nielsen H.","Armstrong, Alexander (57194525470); Wright, Clare (57194522537); Ashe, Brian (26029313300); Nielsen, Heather (57194525158)","57194525470; 57194522537; 26029313300; 57194525158","Enabling Innovation in Building Sustainability: Australia's National Construction Code","2017","Procedia Engineering","180","","","320","330","10","10","10.1016/j.proeng.2017.04.191","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020548952&doi=10.1016%2fj.proeng.2017.04.191&partnerID=40&md5=e829d6a82a42e24e8b82c447f5148b44","The National Construction Code (NCC) is a performance-based code for building and plumbing, which provides the minimum necessary requirements for safety, health, amenity and sustainability in the design and construction of new buildings. There are two pathways for achieving compliance with the NCC's mandatory performance requirements; (i) developing a performance solution, or (ii) following a prescriptive solution. Typically, performance solutions are unique designs proposed as achieving compliance with respective performance requirements; whereas prescriptive solutions are generic solutions deemed by regulators as complying with respective performance requirements. A recent study has identified that there is a potential productivity gain of $1.1bn by increasing the use of performance solutions within the Australian building and plumbing industry [1]. While the NCC has been a performance-based code since 1996, there is still a reliance on prescriptive solutions as it has been difficult to quantify performance requirements [2]. This has resulted in designers and practitioners not being confident in using some performance requirements, such as those for energy efficiency. The Australian Building Codes Board (ABCB) is currently undertaking a project to help increase the use of performance solutions, including in the area of energy efficiency, through quantifying the performance requirements, changing culture, building capacity and removing potential impediments within the industry. This includes looking at appropriate metrics, the use of verification methods, engaging with regulators to improve the tools they use for handling performance solutions and developing educational materials aimed at both residential and commercial building practitioners. The aim of this work is to help increase productivity and innovation within the building industry through enabling the development of tailored innovative performance solutions, and in the case of energy efficiency, aligning methodologies with best-practice voluntary sustainability schemes as appropriate. This paper describes how the NCC facilitates innovation within the building industry in relation to energy efficiency and sustainability performance. © 2017 Published by Elsevier Ltd.","building; code; energy efficiency; performance; performance-based; quantification; regulation; sustainability","Building codes; Buildings; Construction; Construction industry; Materials handling; Office buildings; Plumbing; Productivity; Regulatory compliance; Sustainable development; Codes (symbols); Energy efficiency; code; performance; Performance based; quantification; regulation; Energy efficiency; Innovation","Conference paper","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85020548952"
"White C.Wm.","White, Christopher Wm. (55315118300)","55315118300","Locating emergent creativity with similarity metrics","2017","Journal of Creative Music Systems","2","","","","","","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074604270&partnerID=40&md5=91c85910a2fc42cb1acebf0ee622a3dc","Using corpora of 19 common-practice tonal composers, this article uses a variety of similarity metrics including cluster analyses and cross entropy to identify points of particular stylistic uniqueness. Throughout four computational experiments, we find that geography and chronology determine much inter-corpus similarity; however, points of dissimilarity – in particular, dissimilarities between larger groupings of similar composers – are described. Specific properties of stylistic imitations are also investigated and found to be more normative than average. These data are interpreted to arise due to emergent phenomena rather than being driven by individual “creative” composers. © 2019 Karbala International Journal of Modern Science. All Rights Reserved.","Clustering; Computation; Information theory; Innovation; Style","","Article","Final","","Scopus","2-s2.0-85074604270"
"Batemanazan V.; Jaafar A.; Kadir R.A.; Nayan N.M.","Batemanazan, Vanisri (57006666700); Jaafar, Azizah (24503104100); Kadir, Rabiah Abdul (8399330300); Nayan, Norshita Mat (55915851200)","57006666700; 24503104100; 8399330300; 55915851200","Improving usability with TRIZ: A review","2017","Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","10645 LNCS","","","625","635","10","5","10.1007/978-3-319-70010-6_58","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85035088494&doi=10.1007%2f978-3-319-70010-6_58&partnerID=40&md5=6481ec985c5e9bf7a5c4a8175e5feb5d","New innovations is unavoidable to persist in current world. Industries operate today, in a very challenging and complex environment with rapidly changing demanding and conditions. Thus, to play a significant role in the global market, it is essential to increase the impactful innovations, productivity and competitiveness in the development of new products. Therefore, collaboration between user and designer play important role in this situation. This perception brings innovative dimension for usability evaluations to accomplish the user’s needs. To meet current requirements, usability needs to be improved to strengthen its impact. To achieve this, usability needs to be improved with a very effective model. Deep analysis is carried out to identify suitable model. TRIZ model identified as most appropriate collaborator for impactful effects. This paper presents a suggestion that describes how Usability can improve their outcomes with TRIZ. © Springer International Publishing AG 2017.","Criteria; Metrics; Parameter; TRIZ; Usability","International trade; Problem solving; Criteria; Metrics; Parameter; TRIZ; Usability; Usability engineering","Conference paper","Final","","Scopus","2-s2.0-85035088494"
"Hatzikian Y.; Bampasis E.","Hatzikian, Yannis (55372174800); Bampasis, Eleftherios (57193553792)","55372174800; 57193553792","Exploring the Relationship of Innovation Intensity, Knowledge Production and Productivity in Greek SMEs Before the Eruption of Debt Crisis","2017","Journal of the Knowledge Economy","8","1","","294","318","24","4","10.1007/s13132-015-0266-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014842059&doi=10.1007%2fs13132-015-0266-3&partnerID=40&md5=559ba3fa295b269bdf49c0845f218d2f","In the context of this paper, we examine the relationship of innovation density, labour productivity and knowledge production in terms of new to the market products for Greece, before the eruption of debt crisis. This paper extends prior research (Hatzikian 2013a, b) and the main question of this study is, “What was the most effective innovation intensity that a firm needs to have for its firm performance before the Greek debt Crisis?” To this end, we use productivity and knowledge production or growth as metrics of firm performance and we explore their behaviour with regard to a firm’s innovation intensity. We test the hypotheses that there is a U-shaped relationship between innovation intensity and productivity, and there is an inverted U-shaped relationship between innovation intensity and knowledge production in the short-term period. We apply the method for examining nonlinearities, that is, the introduction of squared terms as independent variables. The collected variables are used in a multivariate multiple regression model formulation to evaluate the relative performance associated with them. For this reason, a number of variables are used, like the innovation intensity, the squared term of innovation intensity, the research and development (R&D) personnel, as well as the firm size. We rely on the final results of a research project on women in innovation, technology and science, based on 372 questionnaires selected on a 2-year time period (2004–2006) before the eruption of the debt crisis in Greece. © 2015, Springer Science+Business Media New York.","Innovation; Knowledge; Policy; Productivity; R&D","","Article","Final","","Scopus","2-s2.0-85014842059"
"Özmen Ö.; Yilmaz L.; Smith J.","Özmen, Özgür (55758986700); Yilmaz, Levent (35436649600); Smith, Jeffrey (7410165231)","55758986700; 35436649600; 7410165231","The impact of socio-technical communication styles on the diversity and innovation potential of global science collaboratories","2016","Computational and Mathematical Organization Theory","22","4","","521","548","27","2","10.1007/s10588-016-9213-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84957641147&doi=10.1007%2fs10588-016-9213-5&partnerID=40&md5=67daa666e8c32bc95d2c25dc4ea8ba8a","Emerging cyber-infrastructure tools are enabling scientists to transparently co-develop, share, and communicate about real-time diverse forms of knowledge artifacts. In these environments, communication preferences of scientists are posited as an important factor affecting innovation capacity and robustness of social and knowledge network structures. Scientific knowledge creation in such communities is called global participatory science (GPS). Recently, using agent-based modeling and collective action theory as a basis, a complex adaptive social communication network model (CollectiveInnoSim) is implemented. This work leverages CollectiveInnoSim implementing communication preferences of scientists. Social network metrics and knowledge production patterns are used as proxy metrics to infer innovation potential of emergent knowledge and collaboration networks. The objective is to present the underlying communication dynamics of GPS in a form of computational model and delineate the impacts of various communication preferences of scientists on innovation potential of the collaboration network. Gained insight can ultimately help policy-makers to design GPS environments and promote innovation. © 2016, Springer Science+Business Media New York.","Agent-based modeling; Collective action; Communication network; Complex adaptive systems; Diversity; Innovation; Social network","Adaptive systems; Autonomous agents; Computation theory; Computational methods; Innovation; Social networking (online); Software agents; Telecommunication networks; Agent-based model; Collaboration network; Collective action; Complex adaptive systems; Cyber infrastructures; Diversity; Knowledge production; Social communication networks; Complex networks","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84957641147"
"Gebreegziabher Z.; van Kooten G.C.; van Soest D.P.","Gebreegziabher, Zenebe (47661042100); van Kooten, G. Cornelis (7003706390); van Soest, Daan P. (6701743982)","47661042100; 7003706390; 6701743982","Technological innovation and dispersion: Environmental benefits and the adoption of improved biomass cookstoves in Tigrai, northern Ethiopia","2017","Energy Economics","67","","","337","345","8","13","10.1016/j.eneco.2017.08.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85031711242&doi=10.1016%2fj.eneco.2017.08.030&partnerID=40&md5=b5a8bd23b099ad13b9f58d1f757ea0bc","This paper empirically analyzes adoption and fuel savings efficiency of improved biomass cookstove technology using survey data from a cross-section of 200 farm households from the highlands of Tigrai, northern Ethiopia. Results indicate that these farm households are willing to adopt improved biomass cookstove innovations if this leads to economic savings. Moreover, results suggest significant positive environmental externalities. On a per household basis, we found that adopters collect about 70 kg less wood and about 20 kg less dung each month. The adoption of improved biomass cookstoves reduces harvest pressure on local forest stands: assuming an average of 120 metric tons of biomass per ha, we find the potential reduction in deforestation amounts to some 1400 ha per year – an important saving. Further, the reduced use of dung as a fuel has a positive impact on soil productivity in agriculture. © 2017 Elsevier B.V.","Economic development; Improved cookstoves and fuel-savings; Land degradation; Technological adoption","Ethiopia; Tigray; Deforestation; Economic and social effects; Economics; Fuel economy; Fuels; Economic development; Economic savings; Environmental benefits; Ethiopia; Fuel savings; Improved cookstove and fuel-saving; Land degradation; Survey data; Technological adoption; Technological innovation; biomass power; cooking appliance; economic development; energy efficiency; fuel consumption; household energy; innovation; land degradation; technology adoption; Biomass","Article","Final","","Scopus","2-s2.0-85031711242"
"Kumar P.","Kumar, Pushpam (15071875600)","15071875600","Innovative tools and new metrics for inclusive green economy","2017","Current Opinion in Environmental Sustainability","24","","","47","51","4","17","10.1016/j.cosust.2017.01.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015434211&doi=10.1016%2fj.cosust.2017.01.012&partnerID=40&md5=dd4d4bb62e30dbc9367fa8b799110216","In the backdrop of response policies to operationalize inclusive green economy, this paper reviews the empirical literature on economic effectiveness of ecosystem restorations. First, it suggests that the efficacy of investment on ecosystems natural capital restoration is significant. Second, it discusses a need for better metrics to measure inclusive green economy. Lastly, it suggests the inclusive wealth index (IWI), which captures and values man made capital, human capital and natural capital as the preferred choice. The IWI holds the potential to inform policymakers on investment trade-offs between different life domains and distributional arrangements at the macro level of the economy. © 2017 Elsevier B.V.","","ecological economics; environmental policy; environmental restoration; green economy; innovation; investment; natural capital; policy making; trade-off","Review","Final","","Scopus","2-s2.0-85015434211"
"Rosenstock T.S.; Lamanna C.; Chesterman S.; Hammond J.; Kadiyala S.; Luedeling E.; Shepherd K.; DeRenzi B.; van Wijk M.T.","Rosenstock, Todd S (35273085100); Lamanna, Christine (24721794600); Chesterman, Sabrina (55204526700); Hammond, James (57202603298); Kadiyala, Suneetha (14019926400); Luedeling, Eike (6507462612); Shepherd, Keith (7004804042); DeRenzi, Brian (16244556800); van Wijk, Mark T (7005738297)","35273085100; 24721794600; 55204526700; 57202603298; 14019926400; 6507462612; 7004804042; 16244556800; 7005738297","When less is more: innovations for tracking progress toward global targets","2017","Current Opinion in Environmental Sustainability","26-27","","","54","61","7","22","10.1016/j.cosust.2017.02.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85015379593&doi=10.1016%2fj.cosust.2017.02.010&partnerID=40&md5=485c1a326276d88fb8c33f01339cf834","Accountability and adaptive management of recent global agreements such as the Sustainable Development Goals and Paris Climate Agreement, will in part rely on the ability to track progress toward the social and environmental targets they set. Current metrics and monitoring systems, however, are not yet up to the task. We argue that there is an imperative to consider principles of coherence (what to measure), standardization (how to measure) and decision-relevance (why to measure) when designing monitoring schemes if they are to be practical and useful. New approaches that have the potential to match the necessary scale of monitoring, with sufficient accuracy and at reasonable cost, are emerging; although, they represent a significant departure from the historical norm in some cases. Iterative review and adaptation of analytical approaches and available technology will certainly be needed to continuously design ways to best track our progress. © 2017 The Authors","","accountability; adaptive management; environmental planning; global change; innovation; international agreement; standardization; sustainable development; tracking","Review","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85015379593"
"Caparrós J.D.","Caparrós, José Domínguez (57218548969)","57218548969","The versification of Francisco Álvarez de Velasco y Zorrilla (1647-1704); [La versificación de Francisco Álvarez de Velasco y Zorrilla (1647-1704)]","2016","Bulletin Hispanique","118","2","","496","516","20","1","10.4000/bulletinhispanique.4519","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089500753&doi=10.4000%2fbulletinhispanique.4519&partnerID=40&md5=fed387de65dc740b355c27389ac0984b","The metric description of each of the late Baroque colonial poet's compositions gives us a picture of the theory and practice of verse at the end of the Golden Age. The comment of their features and metric terminology proves the desire of innovation at the origin of the renewal of the modern Spanish verse. © 2016 Universite de Bordeaux III (Michel de Montaigne), Institut Hispanique. All rights reserved.","Baroque; Colonial Spanish poetry; Metrics; Versification","","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85089500753"
"Luo J.; Wood K.L.","Luo, Jianxi (36844141600); Wood, Kristin L. (35560724100)","36844141600; 35560724100","The growing complexity in invention process","2017","Research in Engineering Design","28","4","","421","435","14","15","10.1007/s00163-017-0266-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85028004426&doi=10.1007%2fs00163-017-0266-3&partnerID=40&md5=2f9207ba7be1c6568c56682860e4b6e6","Technological and design process complexities may pose challenges to engineering design and related outcomes through invention. Understanding the trends related to the complexity of inventions and invention processes is crucial for informing engineering design research and education for invention, but has not been formally developed in the design literature. Herein, we utilize a set of patent-based metrics, drawn from complex systems research and engineering design research, to detect various aspects of the complexity in invention processes. By an analysis of U.S. patents from 1975 to 2011, our results suggest that technology inventions have been increasingly (1) requiring larger teams and more distant collaboration, (2) integrating a growing base of prior technologies, and (3) delivering more systemic and integrative new technologies. These trends may positively reinforce each other so as to contribute to a continual growth of the complexity in invention processes. Individual productivity for invention is also in decline, as we measured from the patent data. These findings suggest the increasing importance of research, education and application of complex system analysis methods and tools to control and manage the complexity in invention processes. © 2017, Springer-Verlag London Ltd.","Collaboration; Complexity; Design; Innovation; Invention; System","Design; Engineering education; Engineering research; Innovation; Large scale systems; Collaboration; Complexity; Distant collaboration; Engineering design; Engineering design researches; Individual productivity; System; Systems research; Patents and inventions","Article","Final","","Scopus","2-s2.0-85028004426"
"Shao B.B.M.; Lin W.T.","Shao, Benjamin B.M. (7103207904); Lin, Winston T. (7406518807)","7103207904; 7406518807","Assessing output performance of information technology service industries: Productivity, innovation and catch-up","2016","International Journal of Production Economics","172","","","43","53","10","48","10.1016/j.ijpe.2015.10.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950246123&doi=10.1016%2fj.ijpe.2015.10.026&partnerID=40&md5=62715e1b81278bee5f0addb852133b63","The purpose of this paper is to assess the output performance of information technology (IT) service industries of twelve Organization of Economic Cooperation and Development (OECD) countries over the years from 2000 to 2011. We use Malmquist productivity index (MPI) as the performance metric and stochastic production frontier (SPF) as the measurement approach. We then decompose MPI into two ingredient components that represent technological change for innovation capability and efficiency change for catch-up effort. It is found that the IT service industries display an impressive annual rate of 7.4% for productivity growth during the study period. The parametric decomposition of MPI unveils that almost all of the productivity growth observed is enabled by technological advance made to the production process by IT service providers while efficiency change has little effect. Moreover, each country×s IT service industry demonstrates a distinctive pattern relating to the three measures of productivity growth, technological change, and efficiency change. This observation suggests that each country×s IT service industry possesses certain strengths that become the sources of its competitive advantage, and there are weaknesses that could be targets for performance improvement. Based on our empirical results, we offer practical implications and identify future research topics for performance evaluation of IT service and other industries. © 2015 Elsevier B.V. All rights reserved.","Catch-up; Industry analysis; Information technology service; Innovation; Malmquist productivity index; Stochastic production frontier","Competition; Efficiency; Innovation; Productivity; Stochastic systems; Catch-up; Industry analysis; Information technology services; Malmquist productivity index; Stochastic Production Frontiers; Economic and social effects","Article","Final","","Scopus","2-s2.0-84950246123"
"Ledbetter T.; Shultz S.; Beckham R.","Ledbetter, Tamera (56986319300); Shultz, Sarah (57196608802); Beckham, Roxanne (56179799300)","56986319300; 57196608802; 56179799300","Are Technology Interruptions Impacting Your Bottom Line? An Innovative Proposal for Change","2017","Nursing Forum","52","4","","232","243","11","1","10.1111/nuf.12148","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948844033&doi=10.1111%2fnuf.12148&partnerID=40&md5=635167c53fbef4b685c83d0e77cb76f4","BACKGROUND: Nursing interruptions are a costly and dangerous variable in acute care hospitals. Malfunctioning technology equipment interrupts nursing care and prevents full utilization of computer safety systems to prevent patient care errors. AIMS: This paper identifies an innovative approach to nursing interruptions related to computer and computer cart malfunctions. The impact on human resources is defined and outcome measures were proposed. A multifaceted proposal, based on a literature review, aimed at reducing nursing interruptions is presented. This proposal is expected to increase patient safety, as well as patient and nurse satisfaction. SETTING: Acute care hospitals utilizing electronic medical records and bar-coded medication administration technology. PARTICIPANTS: Nurses, information technology staff, nursing informatics staff, and all leadership teams affected by technology problems and their proposed solutions. METHODS: Literature from multiple fields was reviewed to evaluate research related to computer/computer cart failures, and the approaches used to resolve these issues. RESULTS: Outcome measured strategic goals related to patient safety, and nurse and patient satisfaction. Specific help desk metrics will demonstrate the effect of interventions. CONCLUSIONS: This paper addresses a gap in the literature and proposes practical and innovative solutions. A comprehensive computer and computer cart repair program is essential for patient safety, financial stewardship, and utilization of resources. © 2015 Wiley Periodicals, Inc.","Informatics; innovation; management; professional issue; quality","Cost-Benefit Analysis; Equipment Failure; Hospitals; Humans; Nurses; Nursing Care; Organizational Innovation; electronic medical record; emergency care; human; human experiment; information technology; leadership; nurse; nursing informatics; patient safety; patient satisfaction; staff; cost benefit analysis; device failure; economics; hospital; manpower; nursing care; organization; procedures; psychology; statistics and numerical data","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84948844033"
"Krishnamurthy R.; Awazu Y.","Krishnamurthy, Rashmi (55982753500); Awazu, Yukika (55928426700)","55982753500; 55928426700","Liberating data for public value: The case of Data.gov","2016","International Journal of Information Management","36","4","","668","672","4","36","10.1016/j.ijinfomgt.2016.03.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84977952411&doi=10.1016%2fj.ijinfomgt.2016.03.002&partnerID=40&md5=7da3060f626b0de9d0a40dae30ab16ed","Public agencies around the globe are liberating their data. Drawing on a case of Data.gov, we outline the challenges and opportunities that lie ahead for the liberation of public data. Data.gov is an online portal that provides open access to datasets generated by US public agencies and countries around the world in a machine-readable format. By discussing the challenges and opportunities faced by Data.gov, we provide several lessons that can inform research and practice. We suggest that providing access to open data in itself does not spur innovation. Specifically, we claim that public agencies need to spend resources to improve the capacities of their organizations to move toward 'open data by default'; develop capacities of community to use data to solve problems; and think critically about the unintended consequences of providing access to public data. We also suggest that public agencies need better metrics to evaluate the success of open-data efforts in achieving its goals. © 2016 Elsevier Ltd. All rights reserved.","Data.gov; Information systems; Information technologies; Innovation; Open data; Public value; Transparency","Computer networks; Information management; Information systems; Information technology; Transparency; Data.gov; Machine-readable format; Public agencies; Public data; Public values; Unintended consequences; Open Data","Article","Final","","Scopus","2-s2.0-84977952411"
